GeoName,Description,2010,2011,2012,2013,2014,2015,2016,2017,2018
"Cheyenne, CO",Natural resources and mining,187568,158932,132721,155782,138951,135064,155070,173826,154503
"Cheyenne, CO",Manufacturing and information,6035,7604,6236,5118,4146,6092,5330,5404,4955
"Cheyenne, CO",Private goods-producing industries 2/,197982,167315,140348,160388,146104,142418,156564,181846,162785
"Cheyenne, CO",Private services-providing industries 3/,63181,65809,67441,66065,63015,61342,61905,63679,63342
"Clear Creek, CO",All industry total,611362,606532,518277,576577,607080,639648,494493,509932,500533
"Clear Creek, CO",  Private industries,565648,561596,473260,533745,564281,597022,451587,469898,463793
"Clear Creek, CO","    Mining, quarrying, and oil and gas extraction",332318,331975,249358,304179,334696,344567,178563,193021,171391
"Clear Creek, CO",    Construction,13858,9312,8413,14819,14634,10373,9160,10311,11143
"Clear Creek, CO",    Retail trade,15561,13398,13303,12726,12900,13357,15440,16849,17316
"Clear Creek, CO",    Transportation and warehousing,3929,6091,7514,11660,9280,24427,18481,15245,17440
"Clear Creek, CO","    Finance, insurance, real estate, rental, and leasing",83301,83632,80762,77232,75160,79569,82976,85756,89474
"Clear Creek, CO",    Professional and business services,37506,37288,38280,35731,35971,36485,35887,36080,37541
"Clear Creek, CO","      Professional, scientific, and technical services",17729,17737,17803,17336,14529,15777,16488,16759,16943
"Clear Creek, CO","    Arts, entertainment, recreation, accommodation, and food services",42602,42697,41438,42572,45822,45747,48363,49591,51445
"Clear Creek, CO",    Other services (except government and government enterprises),9435,8800,8552,8580,9251,9622,9218,9568,9818
"Clear Creek, CO",Government and government enterprises,45643,44868,45017,43098,43291,43489,41898,39645,36726
"Clear Creek, CO",Private goods-producing industries 2/,348814,343481,259810,321557,352785,359738,194313,208468,189979
"Clear Creek, CO",Private services-providing industries 3/,216193,217473,213450,213655,214612,238035,238653,243492,253025
"Conejos, CO",All industry total,160318,183995,173656,189206,190670,215666,216947,222447,244248
"Conejos, CO",  Private industries,129900,154978,145116,160497,163268,191322,190523,196342,219159
"Conejos, CO","    Agriculture, forestry, fishing and hunting",6353,31548,14504,30859,35397,64871,61394,54728,78825
"Conejos, CO","    Mining, quarrying, and oil and gas extraction",7635,6030,3794,4943,6860,6638,4722,6321,5141
"Conejos, CO",    Utilities,56,44,0,0,65,84,17,76,341
"Conejos, CO",    Construction,8171,8586,10755,11168,11007,9980,9447,10363,10956
"Conejos, CO",    Manufacturing,1355,1572,2011,2167,1977,2521,2567,2877,3042
"Conejos, CO",    Retail trade,9029,9541,9178,8330,7891,7992,8076,8589,8929
"Conejos, CO","    Finance, insurance, real estate, rental, and leasing",53682,54157,53252,50338,49040,50151,52280,54153,56614
"Conejos, CO","    Educational services, health care, and social assistance",8973,10093,10461,10164,11363,11427,11367,11079,11350
"Conejos, CO",      Educational services,23,12,7,6,9,6,9,9,9
"Conejos, CO",      Health care and social assistance,8950,10080,10454,10158,11354,11421,11358,11070,11341
"Conejos, CO","    Arts, entertainment, recreation, accommodation, and food services",2483,2408,3579,4078,3929,4156,4076,4398,4336
"Conejos, CO",Government and government enterprises,30287,29018,28540,28726,27464,24857,26717,26525,25983
"Conejos, CO",Natural resources and mining,14762,37537,18298,35950,42337,71714,66126,61497,83607
"Conejos, CO",Private goods-producing industries 2/,24793,47750,31064,49164,54967,81444,75805,73645,94003
"Conejos, CO",Private services-providing industries 3/,103846,107251,114052,111343,108463,112148,115641,122386,128027
"Costilla, CO",All industry total,86912,102969,88851,96042,98935,107006,96329,104746,107662
"Costilla, CO",  Private industries,72437,88953,74868,82216,84966,92932,81552,89845,93055
"Costilla, CO","    Agriculture, forestry, fishing and hunting",1881,18932,4435,8461,9794,15573,2877,5456,7015
"Costilla, CO","    Mining, quarrying, and oil and gas extraction",2468,1428,1453,1526,1594,2645,2359,0,0
"Costilla, CO",      Nondurable goods manufacturing,43,406,189,97,49,316,681,935,1032
"Costilla, CO","    Finance, insurance, real estate, rental, and leasing",35330,35049,35584,35795,35265,34953,35040,37111,37672
"Costilla, CO",    Professional and business services,12682,13674,15752,14086,14821,14913,13720,16443,16394
"Costilla, CO",      Management of companies and enterprises,11347,12242,14160,12806,13467,13435,12324,14856,14703
"Costilla, CO","    Educational services, health care, and social assistance",2091,2410,2167,2679,3117,3085,3347,2798,2696
"Costilla, CO","    Arts, entertainment, recreation, accommodation, and food services",2606,2936,1415,1871,1919,2589,2140,2510,2787
"Costilla, CO",Government and government enterprises,14417,14012,13983,13840,13993,14160,14683,14888,14652
"Costilla, CO",Natural resources and mining,4839,20418,5888,10256,11706,17578,4459,5377,6913
"Costilla, CO",Private goods-producing industries 2/,8032,23663,8974,13507,15934,21978,12528,16792,19285
"Costilla, CO",Private services-providing industries 3/,63304,65297,65894,68723,69119,71575,68046,72656,73776
"Crowley, CO",All industry total,108883,100446,127998,128166,131090,168503,182013,153741,126638
"Crowley, CO",  Private industries,75408,68249,96122,96769,99118,137808,152613,122911,94128
"Crowley, CO","    Mining, quarrying, and oil and gas extraction",577,293,0,0,0,0,0,0,0
"Crowley, CO",    Utilities,521,632,624,617,644,610,717,662,720
"Crowley, CO",    Manufacturing,62,317,303,296,170,164,69,55,63
"Crowley, CO",      Durable goods manufacturing,37,77,131,125,44,41,12,7,11
"Crowley, CO",      Nondurable goods manufacturing,23,242,172,171,128,124,58,50,53
"Crowley, CO",    Retail trade,4142,3985,3917,4059,4477,4512,5039,4927,4831
"Crowley, CO",    Information,211,238,22,17,8,9,4,3,3
"Crowley, CO","    Finance, insurance, real estate, rental, and leasing",23074,23275,22600,21320,20767,21327,22461,23644,24506
"Crowley, CO",      Management of companies and enterprises,11347,12242,14160,12806,13467,13435,12324,14856,14703
"Crowley, CO","      Arts, entertainment, and recreation",0,0,33,331,376,398,143,148,152
"Crowley, CO",Government and government enterprises,33465,32199,31876,31402,31984,31724,31177,31144,31333
"Crowley, CO",Manufacturing and information,283,561,325,313,179,173,73,58,66
"Crowley, CO",Private goods-producing industries 2/,14432,5907,32966,34388,34925,76765,98254,53239,12253
"Crowley, CO",Private services-providing industries 3/,60901,62207,63156,62374,64174,65846,64012,67985,70370
"Custer, CO",All industry total,120358,119607,118117,122440,128004,140388,126686,125904,127789
"Custer, CO",  Private industries,107518,107410,106190,110815,116074,127840,113736,113038,115034
"Custer, CO","    Agriculture, forestry, fishing and hunting",1312,810,926,1296,837,8987,1541,2202,2344
"Custer, CO","    Mining, quarrying, and oil and gas extraction",0,0,0,0,0,0,0,0,0
"Custer, CO",    Utilities,507,530,507,498,577,612,624,634,640
"Custer, CO",    Construction,16476,16948,15516,17074,20210,20334,16364,12386,12295
"Custer, CO",    Manufacturing,1701,1953,2110,3784,5039,5401,4500,3686,3158
"Custer, CO",    Wholesale trade,819,712,729,1041,1385,1348,1348,1447,1442
"Custer, CO",    Retail trade,7696,7301,6854,7396,8203,8727,9256,9710,9625
"Custer, CO",    Information,3203,2832,2534,2745,2252,1721,1845,2154,2134
"Custer, CO","    Finance, insurance, real estate, rental, and leasing",46483,46598,44732,42454,41450,43017,45322,47044,48580
"Custer, CO",    Other services (except government and government enterprises),2783,2641,2762,2889,3054,3130,2920,3370,3411
"Custer, CO",Government and government enterprises,12842,12197,11927,11630,11940,12568,12927,12844,12740
"Custer, CO",Natural resources and mining,1312,810,926,1296,837,8987,1541,2202,2344
"Custer, CO",Trade,8515,8012,7582,8438,9590,10077,10605,11160,11069
"Custer, CO",Manufacturing and information,4921,4792,4644,6549,7364,7251,6410,5812,5230
"Custer, CO",Private goods-producing industries 2/,19504,19713,18552,22168,26117,34302,23182,18632,18118
"Custer, CO",Private services-providing industries 3/,88017,87702,87638,88620,89818,93004,90303,94330,96882
"Delta, CO",All industry total,796184,873857,897094,864211,821156,791826,756267,750050,785652
"Delta, CO",  Private industries,644923,730336,754262,726686,684758,651674,609657,595530,633307
"Delta, CO","    Agriculture, forestry, fishing and hunting",8614,20136,9919,8010,26994,49255,30493,11879,10018
"Delta, CO","    Mining, quarrying, and oil and gas extraction",87208,141367,163849,162943,121805,63275,23817,14161,13519
"Delta, CO",    Utilities,4031,3498,3466,3291,3311,3236,3649,3743,3768
"Delta, CO",    Construction,40340,45606,39128,33400,29541,29690,33899,37339,40734
"Delta, CO",    Manufacturing,39816,35390,36637,34074,33686,34015,32785,35450,37684
"Delta, CO",      Durable goods manufacturing,23234,19153,20681,17541,18981,21544,20245,22642,23789
"Delta, CO",      Nondurable goods manufacturing,16552,16251,15956,16555,14684,12412,12481,12748,13842
"Delta, CO",    Wholesale trade,18349,17616,16142,15668,14542,11559,11419,12291,12382
"Delta, CO",    Retail trade,64774,60849,61515,64138,66091,67496,71862,73759,76054
"Delta, CO",    Transportation and warehousing,30306,52997,68381,55436,39943,28758,20764,14745,14837
"Delta, CO",    Information,12824,14591,14547,15914,15014,13708,13769,14396,14094
"Delta, CO","    Finance, insurance, real estate, rental, and leasing",204133,202884,203492,198461,195041,202795,207781,205528,231961
"Delta, CO",      Finance and insurance,21876,24684,24449,24875,24416,25107,27309,20883,14110
"Delta, CO",      Real estate and rental and leasing,182147,178206,179042,173566,170607,177697,180296,185413,220637
"Delta, CO",    Professional and business services,42134,45911,46041,45547,46944,46850,43845,48073,50186
"Delta, CO","    Educational services, health care, and social assistance",42910,43040,45147,46048,46138,47564,50923,51617,50067
"Delta, CO",      Educational services,715,710,851,1087,2196,2411,2393,2387,2428
"Delta, CO",      Health care and social assistance,42194,42329,44295,44959,43910,45115,48497,49199,47603
"Delta, CO","    Arts, entertainment, recreation, accommodation, and food services",18706,19290,19877,20224,19728,20007,20282,20782,21313
"Delta, CO","      Arts, entertainment, and recreation",1727,1827,1927,2058,2063,1556,1738,1704,1684
"Delta, CO",      Accommodation and food services,16980,17463,17950,18166,17667,18441,18539,19070,19617
"Delta, CO",    Other services (except government and government enterprises),28777,27065,26121,23957,23183,24523,23961,24684,25590
"Delta, CO",Government and government enterprises,151053,143516,142833,137525,136194,139474,145083,152426,150779
"Delta, CO",Natural resources and mining,95995,161488,173768,170859,151561,116842,56094,27164,24644
"Delta, CO",Trade,83125,78466,77658,79803,80624,79045,83271,86046,88424
"Delta, CO",Transportation and utilities,34618,56532,71846,58724,43263,32028,24461,18516,18634
"Delta, CO",Manufacturing and information,52548,49990,51185,49964,48701,47823,46594,49947,52039
"Delta, CO",Private goods-producing industries 2/,176403,242408,249533,238121,214890,183179,133679,116559,121622
"Delta, CO",Private services-providing industries 3/,468084,487926,504728,488504,469259,465766,467493,468350,500006
"Denver, CO",All industry total,52411746,53140758,54750675,57610110,60332265,64116859,64925150,67039713,70054379
"Denver, CO",  Private industries,46463240,47248872,48764325,51592369,54100269,57527881,58084942,60075797,63137577
"Denver, CO","    Agriculture, forestry, fishing and hunting",5742,1742,3107,2303,2183,3191,2490,4413,5809
"Denver, CO","    Mining, quarrying, and oil and gas extraction",1466345,1523465,1792874,1932719,2309931,3700155,3174213,2832643,2717000
"Denver, CO",    Utilities,370506,394618,350148,330676,345592,363698,309803,328676,331313
"Denver, CO",    Construction,1135156,1191972,1229165,1643426,1858138,2103555,2291304,2299240,2407406
"Denver, CO",    Manufacturing,2828835,2737327,2548587,2697493,2692815,2706187,2626267,2765054,2883910
"Denver, CO",      Durable goods manufacturing,773591,836011,778012,836853,791366,852912,873395,945113,947683
"Denver, CO",      Nondurable goods manufacturing,2058737,1901314,1770575,1860579,1901495,1853647,1754062,1821679,1938340
"Denver, CO",    Wholesale trade,4123212,4118255,4301931,4456834,4854714,5013167,5032035,5148606,5218871
"Denver, CO",    Retail trade,1707305,1663962,1666129,1725805,1794766,1855314,1960408,2095280,2187146
"Denver, CO",    Transportation and warehousing,3470784,3185812,3182060,4590610,5094413,5740702,4768205,5077739,5654867
"Denver, CO",    Information,3915742,3794752,3521400,3626718,3749237,3488191,3824661,3966689,4126797
"Denver, CO","    Finance, insurance, real estate, rental, and leasing",10952932,11455376,11905496,11770881,11622947,11937475,12749852,13061871,13563379
"Denver, CO",      Finance and insurance,4185992,4296080,4484038,4543769,4271564,4362242,4522883,4257392,4414219
"Denver, CO",      Real estate and rental and leasing,6770104,7158885,7421458,7225527,7362076,7588275,8254568,8877328,9225918
"Denver, CO",    Professional and business services,9090049,9646116,10488357,10591249,11203534,11761148,12025304,12663984,13676627
"Denver, CO","      Professional, scientific, and technical services",5896728,6230226,6645424,6889550,7251270,7574827,8025734,8361970,9156812
"Denver, CO",      Management of companies and enterprises,1490603,1674831,1901324,1917199,2066156,2270814,2023353,2223784,2320773
"Denver, CO",      Administrative and support and waste management and remediation services,1703180,1741310,1941609,1784453,1886953,1921328,1969177,2075937,2192594
"Denver, CO","    Educational services, health care, and social assistance",4059645,4013031,4115674,4156913,4353055,4545022,4718567,4848118,4990167
"Denver, CO",      Educational services,920031,934401,994501,999377,986166,996047,1038556,1033210,1089910
"Denver, CO",      Health care and social assistance,3138719,3078340,3121173,3157591,3368789,3552533,3683454,3820654,3904105
"Denver, CO","    Arts, entertainment, recreation, accommodation, and food services",2297892,2461540,2562242,2948938,3070778,3264254,3301609,3459504,3689296
"Denver, CO","      Arts, entertainment, and recreation",645599,689993,711574,1038562,1171175,1219480,1225806,1277288,1426546
"Denver, CO",      Accommodation and food services,1652203,1771484,1850669,1911905,1902680,2047501,2078344,2184617,2268302
"Denver, CO",    Other services (except government and government enterprises),1075619,1079057,1097154,1114526,1147187,1163848,1179827,1199756,1246687
"Denver, CO",Government and government enterprises,5947626,5891700,5986350,6019019,6234195,6591295,6834972,6962727,6931747
"Denver, CO",Natural resources and mining,1471888,1525257,1795981,1935027,2312109,3703370,3176461,2839008,2725711
"Denver, CO",Trade,5830578,5782175,5968060,6182640,6649827,6868839,6992858,7243509,7404224
"Denver, CO",Transportation and utilities,3836999,3582748,3532208,4920231,5438257,6101721,5075610,5403895,5983418
"Denver, CO",Manufacturing and information,6744598,6532221,6069987,6324529,6440586,6202770,6432971,6716903,6995939
"Denver, CO",Private goods-producing industries 2/,5410138,5434667,5573734,6276491,6867995,8367406,8200380,8172925,8371737
"Denver, CO",Private services-providing industries 3/,41051456,41813908,43190591,45313178,47225305,49157819,49839535,51807129,54636876
"Dolores, CO",All industry total,172483,154468,102828,115344,220030,216453,191724,188029,156585
"Dolores, CO",  Private industries,163110,145343,93882,106180,210519,206350,179472,175561,143568
"Dolores, CO","    Mining, quarrying, and oil and gas extraction",114341,87820,45426,52301,132815,130032,173448,152486,104055
"Dolores, CO",    Utilities,0,0,0,0,0,0,0,0,0
"Dolores, CO",    Retail trade,3546,2809,3015,2823,2823,2795,3063,3309,3221
"Dolores, CO","    Finance, insurance, real estate, rental, and leasing",16370,16448,16237,15300,14975,15279,15686,16117,16904
"Dolores, CO",    Professional and business services,12275,12738,14707,13508,14164,14085,13129,16007,16092
"Dolores, CO",      Management of companies and enterprises,11347,12242,14160,12806,13467,13435,12324,14856,14703
"Dolores, CO","    Educational services, health care, and social assistance",773,1010,961,1061,836,545,528,1004,1079
"Dolores, CO","    Arts, entertainment, recreation, accommodation, and food services",2726,2838,2850,3123,3126,3350,3391,3604,3770
"Dolores, CO",Government and government enterprises,9070,8900,8946,9161,9584,9988,10780,10851,10841
"Dolores, CO",Private goods-producing industries 2/,120752,103060,50773,63832,168033,163377,133865,121080,85377
"Dolores, CO",Private services-providing industries 3/,39325,40046,43109,42178,40683,40836,39754,44238,45373
"Douglas, CO",All industry total,11008499,11381305,12582070,12808827,13494310,14173343,14332960,15226588,15743268
"Douglas, CO",  Private industries,10224392,10634863,11831210,12047565,12713969,13358592,13503736,14359491,14874065
"Douglas, CO","    Mining, quarrying, and oil and gas extraction",100513,84134,121592,94147,136050,157364,136910,68184,47621
"Douglas, CO",    Utilities,21252,19565,20338,21199,21541,21623,25677,26950,27532
"Douglas, CO",    Construction,489815,469142,534890,603694,669692,763635,777281,820678,833014
"Douglas, CO",    Manufacturing,325695,327945,319415,308256,342449,351557,362577,370656,357858
"Douglas, CO",      Durable goods manufacturing,254728,260394,256576,254439,269229,259456,274632,277287,257193
"Douglas, CO",      Nondurable goods manufacturing,71280,67601,62839,53796,73160,91862,87767,93110,100009
"Douglas, CO",    Wholesale trade,800279,785495,819459,906224,976588,1074239,1068590,1164807,1168751
"Douglas, CO",    Retail trade,872334,860573,870380,927827,986922,1064953,1126657,1140454,1212203
"Douglas, CO",    Information,1347132,1598445,1667533,1958501,1763670,1634590,1531687,1327635,1531660
"Douglas, CO","    Finance, insurance, real estate, rental, and leasing",2261469,2418800,2385444,2480312,2540400,2806684,3052336,3446854,3573263
"Douglas, CO",      Finance and insurance,843158,945314,945163,910069,887163,922705,1056431,1323847,1398123
"Douglas, CO",      Real estate and rental and leasing,1416679,1473273,1440281,1571331,1656754,1892298,1999952,2111921,2159470
"Douglas, CO",    Professional and business services,2537463,2564479,3392747,2898738,3231539,3314927,3124988,3520904,3565628
"Douglas, CO","      Professional, scientific, and technical services",1521442,1598439,1748052,1903467,1990752,1999821,2018069,2222788,2364743
"Douglas, CO",      Management of companies and enterprises,723247,662712,1255386,568297,780666,823635,620247,793573,647607
"Douglas, CO",      Administrative and support and waste management and remediation services,292527,303026,389309,426448,461564,492778,483510,506723,545606
"Douglas, CO","    Educational services, health care, and social assistance",678831,702983,779086,877061,1001411,1044576,1093949,1116159,1170440
"Douglas, CO",      Educational services,129662,114137,131843,145348,185347,179191,171403,149169,151316
"Douglas, CO",      Health care and social assistance,549606,588805,647243,731748,815471,865478,923637,969935,1022646
"Douglas, CO","    Arts, entertainment, recreation, accommodation, and food services",461618,479608,484266,519608,550866,585304,592025,622029,644041
"Douglas, CO","      Arts, entertainment, and recreation",143343,153584,155840,172759,186218,185964,190216,206982,212998
"Douglas, CO",      Accommodation and food services,318285,326026,328425,346892,364748,399158,401699,415302,431223
"Douglas, CO",    Other services (except government and government enterprises),265294,262207,350459,347241,369459,386988,398875,393897,403763
"Douglas, CO",Government and government enterprises,784477,746524,750860,761297,781011,815674,829873,868519,872255
"Douglas, CO",Trade,1672595,1646057,1689839,1834099,1963598,2139290,2195371,2305927,2380561
"Douglas, CO",Manufacturing and information,1670972,1926091,1986947,2266289,2107322,1989717,1901946,1714188,1894912
"Eagle, CO",All industry total,2730961,2655963,2569140,2826452,2990311,3136360,3216484,3308719,3375460
"Eagle, CO",  Private industries,2502860,2438939,2357592,2620049,2779691,2918879,2996560,3075913,3140933
"Eagle, CO","    Agriculture, forestry, fishing and hunting",998,1821,1410,2077,2546,2687,3223,6714,5398
"Eagle, CO","    Mining, quarrying, and oil and gas extraction",3443,3316,2638,1361,2267,3410,3680,3446,5222
"Eagle, CO",    Utilities,6894,6062,6726,6490,11061,8895,12507,12369,11729
"Eagle, CO",    Construction,180046,164174,153483,189542,239427,263759,302292,310481,330471
"Eagle, CO",    Manufacturing,25378,26848,23233,31519,27481,33270,33581,35739,35144
"Eagle, CO",      Durable goods manufacturing,17893,15347,15327,18444,18787,21784,21534,24189,23930
"Eagle, CO",      Nondurable goods manufacturing,7183,11511,7906,13106,8656,11475,12062,11468,11115
"Eagle, CO",    Wholesale trade,65953,59267,64194,75225,78502,82654,79444,79384,79725
"Eagle, CO",    Retail trade,203730,201006,204191,214934,224183,237667,246741,252904,263683
"Eagle, CO",    Transportation and warehousing,43593,46376,37352,75310,65026,75782,77800,95651,109090
"Eagle, CO",    Information,49056,45620,40141,43942,41733,35783,40914,47402,46697
"Eagle, CO","    Finance, insurance, real estate, rental, and leasing",638534,589186,545591,603941,669738,700685,711450,711484,686619
"Eagle, CO",      Finance and insurance,68738,63925,67576,91692,86217,82430,94794,66002,64092
"Eagle, CO",      Real estate and rental and leasing,569599,525097,478015,511954,584051,619434,616478,650160,626961
"Eagle, CO",    Professional and business services,269992,260611,254432,257020,265201,281365,285801,300091,320152
"Eagle, CO","      Professional, scientific, and technical services",164035,157759,146885,147430,150375,148150,151183,157207,167369
"Eagle, CO",      Management of companies and enterprises,21450,23019,24748,18267,18193,27276,25836,29439,30870
"Eagle, CO",      Administrative and support and waste management and remediation services,84514,79837,82799,91294,96564,106034,108765,113581,121976
"Eagle, CO","    Educational services, health care, and social assistance",228851,235901,232848,247067,262727,279981,305314,331532,344206
"Eagle, CO",      Educational services,18560,18932,18135,18263,20577,21264,25579,25781,24385
"Eagle, CO",      Health care and social assistance,210300,216973,214713,228815,242126,258722,279606,305743,320001
"Eagle, CO","    Arts, entertainment, recreation, accommodation, and food services",668328,687231,676887,787292,805238,828931,799747,794941,809534
"Eagle, CO","      Arts, entertainment, and recreation",277503,270070,256136,364416,392840,396172,377941,361796,362862
"Eagle, CO",      Accommodation and food services,390866,417158,420751,423325,413235,433422,422320,433057,446266
"Eagle, CO",    Other services (except government and government enterprises),116626,111312,114466,83939,82729,81309,90916,93018,93931
"Eagle, CO",Government and government enterprises,228076,217030,211548,206634,211022,217985,220493,233345,235104
"Eagle, CO",Natural resources and mining,4480,5136,4048,3489,4842,6028,6921,11162,11000
"Eagle, CO",Trade,269665,260271,268385,290175,302703,320340,326208,332291,343338
"Eagle, CO",Transportation and utilities,50521,52362,44078,81783,76204,84669,90275,108070,120927
"Eagle, CO",Manufacturing and information,74566,72464,63374,75517,69194,69709,74767,83058,81750
"Eagle, CO",Private goods-producing industries 2/,210007,196163,180765,224591,271942,303120,342847,356099,375659
"Eagle, CO",Private services-providing industries 3/,2292875,2242772,2176828,2395296,2506468,2613365,2649010,2714634,2758779
"Elbert, CO",All industry total,361430,362491,370606,398820,397288,408333,423323,451766,484094
"Elbert, CO",  Private industries,306817,312777,322317,352453,351724,362202,376793,404866,435070
"Elbert, CO","    Agriculture, forestry, fishing and hunting",9014,8719,6017,8149,7949,7740,12220,22942,26080
"Elbert, CO","    Mining, quarrying, and oil and gas extraction",1907,1733,2012,1843,1594,1552,2011,1592,985
"Elbert, CO",    Construction,38641,39038,46645,69607,67396,60065,60340,62157,64227
"Elbert, CO",    Manufacturing,10683,10579,8661,10403,13364,15274,14970,16653,15958
"Elbert, CO",    Wholesale trade,9331,10093,10179,11418,12326,16373,16614,16160,16312
"Elbert, CO",    Retail trade,22864,20783,20913,23475,24997,26993,28920,30362,32135
"Elbert, CO","    Finance, insurance, real estate, rental, and leasing",123629,125210,123290,119378,118093,120072,126356,129362,136041
"Elbert, CO",      Finance and insurance,12271,10662,10439,10968,9971,10252,9387,7233,8361
"Elbert, CO",      Real estate and rental and leasing,111401,114549,112851,108402,108143,109838,117047,122338,127849
"Elbert, CO",    Professional and business services,48262,51986,56229,56211,54270,56528,60423,65688,68558
"Elbert, CO","    Arts, entertainment, recreation, accommodation, and food services",11024,10884,10855,11694,11486,12989,10773,11157,12247
"Elbert, CO",    Other services (except government and government enterprises),18837,19802,20076,18699,19369,21009,22122,23046,24454
"Elbert, CO",Government and government enterprises,54619,49715,48289,46411,45618,46204,46631,47041,49193
"Elbert, CO",Natural resources and mining,10852,10368,8030,9982,9533,9287,14447,26015,29064
"Elbert, CO",Trade,32200,30876,31092,34893,37324,43367,45536,46513,48422
"Elbert, CO",Private goods-producing industries 2/,60247,60057,63336,89995,90150,84182,88507,101285,105353
"Elbert, CO",Private services-providing industries 3/,246583,252720,258981,262288,261395,278229,288458,303452,329793
"El Paso, CO",All industry total,28041400,28680179,28776560,29118575,29467826,30201637,30907788,32265733,33349174
"El Paso, CO",  Private industries,20190947,20563071,20740006,21356009,21704392,22496228,23266493,24511851,25478188
"El Paso, CO","    Agriculture, forestry, fishing and hunting",5544,8399,8773,8376,4453,4910,7670,10274,12078
"El Paso, CO","    Mining, quarrying, and oil and gas extraction",33561,25735,29777,24762,19597,22440,15353,17883,12916
"El Paso, CO",    Utilities,363615,345820,382903,293369,276242,306090,337562,311263,330278
"El Paso, CO",    Construction,914576,898524,957113,1152243,1232477,1272791,1338227,1505434,1542022
"El Paso, CO",    Manufacturing,1737985,1745381,1761137,1729556,1826173,1728470,1714708,1916911,1830771
"El Paso, CO",      Durable goods manufacturing,1549954,1568751,1589226,1561391,1660574,1569063,1562345,1758129,1661456
"El Paso, CO",      Nondurable goods manufacturing,188956,176774,171911,168169,165855,159520,152915,160434,169237
"El Paso, CO",    Wholesale trade,673140,663566,690911,734433,770384,822552,852384,884835,885074
"El Paso, CO",    Retail trade,1605909,1646593,1696119,1773274,1838363,1923191,2026467,2099433,2155512
"El Paso, CO",    Transportation and warehousing,297315,285359,311222,322163,337058,373546,374886,416074,451747
"El Paso, CO",    Information,1585633,1697699,1745053,1899596,1920513,2028772,1998851,2050009,2095179
"El Paso, CO","    Finance, insurance, real estate, rental, and leasing",5385168,5620571,5521547,5377685,5294677,5583626,5878766,6154684,6495730
"El Paso, CO",      Finance and insurance,1223844,1273496,1328950,1270258,1310695,1420220,1486346,1539878,1688280
"El Paso, CO",      Real estate and rental and leasing,4160665,4346286,4192597,4107656,3982066,4159631,4388857,4611862,4799869
"El Paso, CO",    Professional and business services,3818272,3709166,3710323,3979474,4038836,4079691,4220020,4437228,4802323
"El Paso, CO","      Professional, scientific, and technical services",2712966,2597634,2572436,2845209,2881389,2922958,3040299,3157733,3482964
"El Paso, CO",      Management of companies and enterprises,93477,107077,132497,150948,167122,179249,218739,273364,287724
"El Paso, CO",      Administrative and support and waste management and remediation services,1011564,1004382,1005390,983773,991061,979316,966489,1012801,1044316
"El Paso, CO","    Educational services, health care, and social assistance",2012875,2091880,2140459,2241708,2297960,2420189,2521198,2633412,2693333
"El Paso, CO",      Educational services,324456,333322,339146,342842,325079,311974,316393,301292,288698
"El Paso, CO",      Health care and social assistance,1688530,1758575,1801313,1899005,1973880,2110797,2208025,2337621,2411977
"El Paso, CO","    Arts, entertainment, recreation, accommodation, and food services",1029713,1116677,1095894,1129491,1136553,1184717,1200613,1261739,1313827
"El Paso, CO","      Arts, entertainment, and recreation",168939,183143,181781,203548,220960,222113,240121,242285,255070
"El Paso, CO",      Accommodation and food services,860784,933546,914113,926060,915996,962833,961191,1019745,1059217
"El Paso, CO",    Other services (except government and government enterprises),725270,708920,688774,691195,714269,740375,755856,775296,801932
"El Paso, CO",Government and government enterprises,7850273,8116776,8036555,7762740,7764111,7709329,7648614,7764703,7885530
"El Paso, CO",Natural resources and mining,39202,34105,38551,33159,23931,27213,24456,30250,27802
"El Paso, CO",Trade,2278980,2310155,2387030,2507731,2608808,2745811,2878929,2984365,3040162
"El Paso, CO",Transportation and utilities,660985,631092,694125,615331,612548,678798,711544,727197,781941
"El Paso, CO",Manufacturing and information,3323156,3443006,3506190,3629021,3746814,3753789,3710603,3971450,3923544
"El Paso, CO",Private goods-producing industries 2/,2691682,2678130,2756801,2916904,3085556,3037576,3093369,3470691,3431587
"El Paso, CO",Private services-providing industries 3/,17498761,17885030,17983205,18439096,18618127,19460517,20176105,21039258,22049128
"Fremont, CO",All industry total,1228271,1248891,1231277,1195953,1202543,1248334,1269874,1295616,1325142
"Fremont, CO",  Private industries,794179,810553,810282,793366,797870,833012,848936,870556,899463
"Fremont, CO","    Mining, quarrying, and oil and gas extraction",25482,25412,24246,19965,23987,23902,22129,26661,18804
"Fremont, CO",    Construction,53110,47640,49518,53760,53843,51679,49607,52165,54122
"Fremont, CO",    Manufacturing,57360,61509,59562,64277,64623,66279,65585,62607,67683
"Fremont, CO",      Durable goods manufacturing,46577,44480,44642,49656,48028,49631,50662,51608,56324
"Fremont, CO",      Nondurable goods manufacturing,10492,17048,14920,14592,16640,16673,14783,10501,10758
"Fremont, CO",    Wholesale trade,13263,14217,14978,14224,13723,14344,13966,14500,14607
"Fremont, CO",    Retail trade,77212,79098,79324,81161,85331,89998,95165,99206,100812
"Fremont, CO",    Transportation and warehousing,30228,33783,37760,37595,41393,52740,56209,59136,65353
"Fremont, CO",    Information,17539,14899,18411,26207,33319,33972,35031,34222,35414
