county,Month,Year,Med_Sales,Rec_Sales,Med_Blank_Code,Rec_Blank_Code,ID
Archuleta,11,2014,,,NR,NR,112014Archuleta
Arapahoe,11,2014,1345048,805369,,,112014Arapahoe
Alamosa,11,2014,,,NR,NL,112014Alamosa
Adams,11,2014,480189,1304091,,,112014Adams
Yuma,10,2014,,,NL,NL,102014Yuma
Weld,10,2014,361629,1126809,,,102014Weld
Washington,10,2014,,,NL,NL,102014Washington
Teller,10,2014,,,NR,NL,102014Teller
Summit,10,2014,178233,632225,,,102014Summit
Sedgwick,10,2014,,,NR,NR,102014Sedgwick
San Miguel,10,2014,36239,278409,,,102014San Miguel
San Juan,10,2014,,,NL,NL,102014San Juan
Saguache,10,2014,,,NL,NR,102014Saguache
Routt,10,2014,,,NR,NR,102014Routt
Rio Grande,10,2014,,,NL,NL,102014Rio Grande
Rio Blanco,10,2014,,,NL,NL,102014Rio Blanco
Pueblo,10,2014,352545,1245865,,,102014Pueblo
Prowers,10,2014,,,NL,NL,102014Prowers
Pitkin,10,2014,86614,246079,,,102014Pitkin
Phillips,10,2014,,,NL,NL,102014Phillips
Park,10,2014,,,NR,NR,102014Park
Ouray,10,2014,,,NR,NR,102014Ouray
Otero,10,2014,,,NL,NL,102014Otero
Morgan,10,2014,,,NR,NR,102014Morgan
Montrose,10,2014,,,NR,NL,102014Montrose
Montezuma,10,2014,,,NR,NL,102014Montezuma
Moffat,10,2014,,,NR,NL,102014Moffat
Mineral,10,2014,,,NL,NL,102014Mineral
Mesa,10,2014,,,NR,NL,102014Mesa
Logan,10,2014,,,NL,NL,102014Logan
Lincoln,10,2014,,,NL,NL,102014Lincoln
Las Animas,10,2014,,,NL,NL,102014Las Animas
Larimer,10,2014,1232929,1523402,,,102014Larimer
Lake,10,2014,,,NL,NR,102014Lake
La Plata,10,2014,531825,,,NR,102014La Plata
Kit Carson,10,2014,,,NL,NL,102014Kit Carson
Kiowa,10,2014,,,NL,NL,102014Kiowa
Jefferson,10,2014,1923839,1714442,,,102014Jefferson
Jackson,10,2014,,,NL,NL,102014Jackson
Huerfano,10,2014,,,NL,NL,102014Huerfano
Hinsdale,10,2014,,,NL,NL,102014Hinsdale
Gunnison,10,2014,,184394,NR,,102014Gunnison
Grand,10,2014,,,NR,NL,102014Grand
Gilpin,10,2014,,,NR,NR,102014Gilpin
Garfield,10,2014,389617,553834,,,102014Garfield
Fremont,10,2014,174220,,,NL,102014Fremont
Elbert,10,2014,,,NL,NL,102014Elbert
El Paso,10,2014,5742846,,,NR,102014El Paso
Eagle,10,2014,206273,356123,,,102014Eagle
Douglas,10,2014,,,NL,NL,102014Douglas
Dolores,10,2014,,,NL,NL,102014Dolores
Denver,10,2014,15006222,14895186,,,102014Denver
Delta,10,2014,,,NL,NL,102014Delta
Custer,10,2014,,,NL,NL,102014Custer
Crowley,10,2014,,,NL,NL,102014Crowley
Costilla,10,2014,,,NR,NL,102014Costilla
Conejos,10,2014,,,NL,NL,102014Conejos
Clear Creek,10,2014,102858,338132,,,102014Clear Creek
Cheyenne,10,2014,,,NL,NL,102014Cheyenne
Chaffee,10,2014,,,NR,NR,102014Chaffee
Broomfield,10,2014,,,NL,NL,102014Broomfield
Boulder,10,2014,2660593,3477557,,,102014Boulder
Bent,10,2014,,,NL,NL,102014Bent
Baca,10,2014,,,NL,NL,102014Baca
Archuleta,10,2014,,,NR,NR,102014Archuleta
Arapahoe,10,2014,1396842,,,NR,102014Arapahoe
Alamosa,10,2014,,,NR,NL,102014Alamosa
Adams,10,2014,474637,,,NR,102014Adams
Yuma,9,2014,,,NL,NL,92014Yuma
Weld,9,2014,287891,1201206,,,92014Weld
Washington,9,2014,,,NL,NL,92014Washington
Teller,9,2014,,,NR,NL,92014Teller
Summit,9,2014,179358,726128,,,92014Summit
Sedgwick,9,2014,,,NR,NR,92014Sedgwick
San Miguel,9,2014,39758,501532,,,92014San Miguel
San Juan,9,2014,,,NL,NL,92014San Juan
Saguache,9,2014,,,NL,NR,92014Saguache
Routt,9,2014,167807,,,NR,92014Routt
Rio Grande,9,2014,,,NL,NL,92014Rio Grande
Rio Blanco,9,2014,,,NL,NL,92014Rio Blanco
Pueblo,9,2014,436843,1386314,,,92014Pueblo
Prowers,9,2014,,,NL,NL,92014Prowers
Pitkin,9,2014,100612,316259,,,92014Pitkin
Phillips,9,2014,,,NL,NL,92014Phillips
Park,9,2014,,,NR,NR,92014Park
Ouray,9,2014,,,NR,NR,92014Ouray
Otero,9,2014,,,NL,NL,92014Otero
Morgan,9,2014,,,NR,NR,92014Morgan
Montrose,9,2014,,,NR,NL,92014Montrose
Montezuma,9,2014,125628,,,NL,92014Montezuma
Moffat,9,2014,,,NR,NL,92014Moffat
Mineral,9,2014,,,NL,NL,92014Mineral
Mesa,9,2014,,,NR,NL,92014Mesa
Logan,9,2014,,,NL,NL,92014Logan
Lincoln,9,2014,,,NL,NL,92014Lincoln
Las Animas,9,2014,,,NL,NL,92014Las Animas
Larimer,9,2014,1315740,1378589,,,92014Larimer
Lake,9,2014,,,NL,NR,92014Lake
La Plata,9,2014,623331,,,NR,92014La Plata
Kit Carson,9,2014,,,NL,NL,92014Kit Carson
Kiowa,9,2014,,,NL,NL,92014Kiowa
Jefferson,9,2014,1845807,1701706,,,92014Jefferson
Jackson,9,2014,,,NL,NL,92014Jackson
Huerfano,9,2014,,,NL,NL,92014Huerfano
Hinsdale,9,2014,,,NL,NL,92014Hinsdale
Gunnison,9,2014,,255533,NR,,92014Gunnison
Grand,9,2014,,,NR,NL,92014Grand
Gilpin,9,2014,39786,138821,,,92014Gilpin
Garfield,9,2014,527700,537711,,,92014Garfield
Fremont,9,2014,233349,,,NL,92014Fremont
Elbert,9,2014,,,NL,NL,92014Elbert
El Paso,9,2014,5953327,,,NR,92014El Paso
Eagle,9,2014,181480,379890,,,92014Eagle
Douglas,9,2014,,,NL,NL,92014Douglas
Dolores,9,2014,,,NL,NL,92014Dolores
Denver,9,2014,15196933,14364191,,,92014Denver
Delta,9,2014,,,NL,NL,92014Delta
Custer,9,2014,,,NL,NL,92014Custer
Crowley,9,2014,,,NL,NL,92014Crowley
Costilla,9,2014,,,NR,NL,92014Costilla
Conejos,9,2014,,,NL,NL,92014Conejos
Clear Creek,9,2014,102603,375860,,,92014Clear Creek
Cheyenne,9,2014,,,NL,NL,92014Cheyenne
Chaffee,9,2014,,,NR,NR,92014Chaffee
Broomfield,9,2014,,,NL,NL,92014Broomfield
Boulder,9,2014,2715576,3314834,,,92014Boulder
Bent,9,2014,,,NL,NL,92014Bent
Baca,9,2014,,,NL,NL,92014Baca
Archuleta,9,2014,,,NR,NR,92014Archuleta
Arapahoe,9,2014,1353297,,,NL,92014Arapahoe
Alamosa,9,2014,,,NR,NL,92014Alamosa
Adams,9,2014,453206,,,NR,92014Adams
Yuma,8,2014,,,NL,NL,82014Yuma
Weld,8,2014,275556,1291047,,,82014Weld
Washington,8,2014,,,NL,NL,82014Washington
Teller,8,2014,,,NR,NL,82014Teller
Summit,8,2014,177412,941538,,,82014Summit
Sedgwick,8,2014,,,NR,NR,82014Sedgwick
San Miguel,8,2014,46369,591931,,,82014San Miguel
San Juan,8,2014,,,NL,NL,82014San Juan
Saguache,8,2014,,,NR,NR,82014Saguache
Routt,8,2014,170505,,,NR,82014Routt
Rio Grande,8,2014,,,NL,NL,82014Rio Grande
Rio Blanco,8,2014,,,NL,NL,82014Rio Blanco
Pueblo,8,2014,460037,1685115,,,82014Pueblo
Prowers,8,2014,,,NL,NL,82014Prowers
Pitkin,8,2014,115179,502231,,,82014Pitkin
Phillips,8,2014,,,NL,NL,82014Phillips
Park,8,2014,,,NR,NR,82014Park
Ouray,8,2014,,,NR,NR,82014Ouray
Otero,8,2014,,,NL,NL,82014Otero
Morgan,8,2014,,,NL,NL,82014Morgan
Montrose,8,2014,,,NR,NL,82014Montrose
Montezuma,8,2014,132833,,,NL,82014Montezuma
Moffat,8,2014,,,NR,NL,82014Moffat
Mineral,8,2014,,,NL,NL,82014Mineral
Mesa,8,2014,,,NR,NL,82014Mesa
Logan,8,2014,,,NL,NL,82014Logan
Lincoln,8,2014,,,NL,NL,82014Lincoln
Las Animas,8,2014,,,NL,NL,82014Las Animas
Larimer,8,2014,1207539,1340810,,,82014Larimer
Lake,8,2014,,,NL,NR,82014Lake
La Plata,8,2014,657993,,,NL,82014La Plata
Kit Carson,8,2014,,,NL,NL,82014Kit Carson
Kiowa,8,2014,,,NL,NL,82014Kiowa
Jefferson,8,2014,2021406,1858831,,,82014Jefferson
Jackson,8,2014,,,NL,NL,82014Jackson
Huerfano,8,2014,,,NL,NL,82014Huerfano
Hinsdale,8,2014,,,NL,NL,82014Hinsdale
Gunnison,8,2014,,309611,NR,,82014Gunnison
Grand,8,2014,,,NR,NL,82014Grand
Gilpin,8,2014,42366,155054,,,82014Gilpin
Garfield,8,2014,531623,603468,,,82014Garfield
Fremont,8,2014,268966,,,NL,82014Fremont
Elbert,8,2014,,,NL,NL,82014Elbert
El Paso,8,2014,6327504,,,NR,82014El Paso
Eagle,8,2014,171357,414091,,,82014Eagle
Douglas,8,2014,,,NL,NL,82014Douglas
Dolores,8,2014,,,NL,NL,82014Dolores
Denver,8,2014,15861744,15901236,,,82014Denver
Delta,8,2014,,,NL,NL,82014Delta
Custer,8,2014,,,NL,NL,82014Custer
Crowley,8,2014,,,NL,NL,82014Crowley
Costilla,8,2014,,,NR,NL,82014Costilla
Conejos,8,2014,,,NL,NL,82014Conejos
Clear Creek,8,2014,102919,480132,,,82014Clear Creek
Cheyenne,8,2014,,,NL,NL,82014Cheyenne
Chaffee,8,2014,75887,,,NR,82014Chaffee
Broomfield,8,2014,,,NL,NL,82014Broomfield
Boulder,8,2014,2728671,3644021,,,82014Boulder
Bent,8,2014,,,NL,NL,82014Bent
Baca,8,2014,,,NL,NL,82014Baca
Archuleta,8,2014,,,NR,NL,82014Archuleta
Arapahoe,8,2014,1453140,,,NL,82014Arapahoe
Alamosa,8,2014,,,NR,NL,82014Alamosa
Adams,8,2014,481873,,,NR,82014Adams
Yuma,7,2014,,,NL,NL,72014Yuma
Weld,7,2014,303374,1168267,,,72014Weld
Washington,7,2014,,,NL,NL,72014Washington
Teller,7,2014,,,NR,NL,72014Teller
Summit,7,2014,189746,981349,,,72014Summit
Sedgwick,7,2014,,,NR,NR,72014Sedgwick
San Miguel,7,2014,49131,548213,,,72014San Miguel
San Juan,7,2014,,,NL,NL,72014San Juan
Saguache,7,2014,,,NR,NR,72014Saguache
Routt,7,2014,,,NR,NR,72014Routt
Rio Grande,7,2014,,,NL,NL,72014Rio Grande
Rio Blanco,7,2014,,,NL,NL,72014Rio Blanco
Pueblo,7,2014,459326,1985679,,,72014Pueblo
Prowers,7,2014,,,NL,NL,72014Prowers
Pitkin,7,2014,117930,505148,,,72014Pitkin
Phillips,7,2014,,,NL,NL,72014Phillips
Park,7,2014,,,NR,NR,72014Park
Ouray,7,2014,,,NR,NR,72014Ouray
Otero,7,2014,,,NL,NL,72014Otero
Morgan,7,2014,,,NL,NL,72014Morgan
Montrose,7,2014,,,NR,NL,72014Montrose
Montezuma,7,2014,120802,,,NL,72014Montezuma
Moffat,7,2014,,,NR,NL,72014Moffat
Mineral,7,2014,,,NL,NL,72014Mineral
Mesa,7,2014,,,NR,NL,72014Mesa
Logan,7,2014,,,NL,NL,72014Logan
Lincoln,7,2014,,,NL,NL,72014Lincoln
Las Animas,7,2014,,,NL,NL,72014Las Animas
Larimer,7,2014,1087000,1083910,,,72014Larimer
Lake,7,2014,,,NL,NR,72014Lake
La Plata,7,2014,604088,,,NL,72014La Plata
Kit Carson,7,2014,,,NL,NL,72014Kit Carson
Kiowa,7,2014,,,NL,NL,72014Kiowa
Jefferson,7,2014,1913729,1699749,,,72014Jefferson
Jackson,7,2014,,,NL,NL,72014Jackson
Huerfano,7,2014,,,NL,NL,72014Huerfano
Hinsdale,7,2014,,,NL,NL,72014Hinsdale
Gunnison,7,2014,,307664,NR,,72014Gunnison
Grand,7,2014,,,NR,NL,72014Grand
Gilpin,7,2014,36110,160328,,,72014Gilpin
Garfield,7,2014,446439,403958,,,72014Garfield
Fremont,7,2014,250084,,,NL,72014Fremont
Elbert,7,2014,,,NL,NL,72014Elbert
El Paso,7,2014,5895119,,,NR,72014El Paso
Eagle,7,2014,165132,,,NR,72014Eagle
Douglas,7,2014,,,NL,NL,72014Douglas
Dolores,7,2014,,,NL,NL,72014Dolores
Denver,7,2014,14083010,14518417,,,72014Denver
Delta,7,2014,,,NL,NL,72014Delta
Custer,7,2014,,,NL,NL,72014Custer
Crowley,7,2014,,,NL,NL,72014Crowley
Costilla,7,2014,,,NR,NL,72014Costilla
Conejos,7,2014,,,NL,NL,72014Conejos
Clear Creek,7,2014,108796,473299,,,72014Clear Creek
Cheyenne,7,2014,,,NL,NL,72014Cheyenne
Chaffee,7,2014,92938,,,NL,72014Chaffee
Broomfield,7,2014,,,NL,NL,72014Broomfield
Boulder,7,2014,2547883,3192671,,,72014Boulder
Bent,7,2014,,,NL,NL,72014Bent
Baca,7,2014,,,NL,NL,72014Baca
Archuleta,7,2014,,,NR,NL,72014Archuleta
Arapahoe,7,2014,1470823,,,NL,72014Arapahoe
Alamosa,7,2014,,,NR,NL,72014Alamosa
Adams,7,2014,452488,,,NR,72014Adams
Yuma,6,2014,,,NL,NL,62014Yuma
Weld,6,2014,470633,795293,,,62014Weld
Washington,6,2014,,,NL,NL,62014Washington
Teller,6,2014,,,NR,NL,62014Teller
Summit,6,2014,203354,686139,,,62014Summit
Sedgwick,6,2014,,,NR,NR,62014Sedgwick
San Miguel,6,2014,75455,451452,,,62014San Miguel
San Juan,6,2014,,,NL,NL,62014San Juan
Saguache,6,2014,,,NR,NL,62014Saguache
Routt,6,2014,,,NR,NR,62014Routt
Rio Grande,6,2014,,,NL,NL,62014Rio Grande
Rio Blanco,6,2014,,,NL,NL,62014Rio Blanco
Pueblo,6,2014,403341,1571864,,,62014Pueblo
Prowers,6,2014,,,NL,NL,62014Prowers
Pitkin,6,2014,110679,322473,,,62014Pitkin
Phillips,6,2014,,,NL,NL,62014Phillips
Park,6,2014,,,NR,NR,62014Park
Ouray,6,2014,,,NR,NR,62014Ouray
Otero,6,2014,,,NL,NL,62014Otero
Morgan,6,2014,,,NL,NL,62014Morgan
Montrose,6,2014,,,NR,NL,62014Montrose
Montezuma,6,2014,115548,,,NL,62014Montezuma
Moffat,6,2014,,,NR,NL,62014Moffat
Mineral,6,2014,,,NL,NL,62014Mineral
Mesa,6,2014,,,NR,NL,62014Mesa
Logan,6,2014,,,NL,NL,62014Logan
Lincoln,6,2014,,,NL,NL,62014Lincoln
Las Animas,6,2014,,,NL,NL,62014Las Animas
Larimer,6,2014,1112079,,,NR,62014Larimer
Lake,6,2014,,,NL,NR,62014Lake
La Plata,6,2014,544589,,,NL,62014La Plata
Kit Carson,6,2014,,,NL,NL,62014Kit Carson
Kiowa,6,2014,,,NL,NL,62014Kiowa
Jefferson,6,2014,1889080,1445315,,,62014Jefferson
Jackson,6,2014,,,NL,NL,62014Jackson
Huerfano,6,2014,,,NL,NL,62014Huerfano
Hinsdale,6,2014,,,NL,NL,62014Hinsdale
Gunnison,6,2014,,,NR,NR,62014Gunnison
Grand,6,2014,,,NR,NL,62014Grand
Gilpin,6,2014,38278,145630,,,62014Gilpin
Garfield,6,2014,418280,392391,,,62014Garfield
Fremont,6,2014,228665,,,NL,62014Fremont
Elbert,6,2014,,,NL,NL,62014Elbert
El Paso,6,2014,5342494,,,NL,62014El Paso
Eagle,6,2014,132878,,,NR,62014Eagle
Douglas,6,2014,,,NL,NL,62014Douglas
Dolores,6,2014,,,NL,NL,62014Dolores
Denver,6,2014,13476218,12245778,,,62014Denver
Delta,6,2014,,,NL,NL,62014Delta
Custer,6,2014,,,NL,NL,62014Custer
Crowley,6,2014,,,NL,NL,62014Crowley
Costilla,6,2014,,,NR,NL,62014Costilla
Conejos,6,2014,,,NL,NL,62014Conejos
Clear Creek,6,2014,97965,396938,,,62014Clear Creek
Cheyenne,6,2014,,,NL,NL,62014Cheyenne
Chaffee,6,2014,96647,,,NL,62014Chaffee
Broomfield,6,2014,,,NL,NL,62014Broomfield
Boulder,6,2014,2507058,2593735,,,62014Boulder
Bent,6,2014,,,NL,NL,62014Bent
Baca,6,2014,,,NL,NL,62014Baca
Archuleta,6,2014,,,NR,NL,62014Archuleta
Arapahoe,6,2014,1425313,,,NL,62014Arapahoe
Alamosa,6,2014,,,NR,NL,62014Alamosa
Adams,6,2014,433176,,,NR,62014Adams
Yuma,5,2014,,,NL,NL,52014Yuma
Weld,5,2014,516873,694205,,,52014Weld
Washington,5,2014,,,NL,NL,52014Washington
Teller,5,2014,,,NR,NL,52014Teller
Summit,5,2014,201566,545898,,,52014Summit
Sedgwick,5,2014,,,NR,NL,52014Sedgwick
San Miguel,5,2014,49679,257276,,,52014San Miguel
San Juan,5,2014,,,NL,NL,52014San Juan
Saguache,5,2014,,,NL,NL,52014Saguache
Routt,5,2014,159620,,,NR,52014Routt
Rio Grande,5,2014,,,NL,NL,52014Rio Grande
Rio Blanco,5,2014,,,NL,NL,52014Rio Blanco
Pueblo,5,2014,452196,1417017,,,52014Pueblo
Prowers,5,2014,,,NL,NL,52014Prowers
Pitkin,5,2014,95001,185390,,,52014Pitkin
Phillips,5,2014,,,NL,NL,52014Phillips
Park,5,2014,,,NR,NR,52014Park
Ouray,5,2014,,,NR,NR,52014Ouray
Otero,5,2014,,,NL,NL,52014Otero
Morgan,5,2014,,,NL,NL,52014Morgan
Montrose,5,2014,,,NR,NL,52014Montrose
Montezuma,5,2014,120385,,,NL,52014Montezuma
Moffat,5,2014,,,NR,NL,52014Moffat
Mineral,5,2014,,,NL,NL,52014Mineral
Mesa,5,2014,,,NR,NL,52014Mesa
Logan,5,2014,,,NL,NL,52014Logan
Lincoln,5,2014,,,NL,NL,52014Lincoln
Las Animas,5,2014,,,NL,NL,52014Las Animas
Larimer,5,2014,1116171,,,NR,52014Larimer
Lake,5,2014,,,NL,NR,52014Lake
La Plata,5,2014,561810,,,NL,52014La Plata
Kit Carson,5,2014,,,NL,NL,52014Kit Carson
Kiowa,5,2014,,,NL,NL,52014Kiowa
Jefferson,5,2014,2037535,1435895,,,52014Jefferson
Jackson,5,2014,,,NL,NL,52014Jackson
Huerfano,5,2014,,,NL,NL,52014Huerfano
Hinsdale,5,2014,,,NL,NL,52014Hinsdale
Gunnison,5,2014,,,NR,NR,52014Gunnison
Grand,5,2014,,,NR,NL,52014Grand
Gilpin,5,2014,42979,116815,,,52014Gilpin
Garfield,5,2014,434235,292839,,,52014Garfield
Fremont,5,2014,239918,,,NL,52014Fremont
Elbert,5,2014,,,NL,NL,52014Elbert
El Paso,5,2014,5518910,,,NL,52014El Paso
Eagle,5,2014,146126,,,NR,52014Eagle
Douglas,5,2014,,,NL,NL,52014Douglas
Dolores,5,2014,,,NL,NL,52014Dolores
Denver,5,2014,14150620,11300905,,,52014Denver
Delta,5,2014,,,NL,NL,52014Delta
Custer,5,2014,,,NL,NL,52014Custer
Crowley,5,2014,,,NL,NL,52014Crowley
Costilla,5,2014,,,NR,NL,52014Costilla
Conejos,5,2014,,,NL,NL,52014Conejos
Clear Creek,5,2014,97349,320076,,,52014Clear Creek
Cheyenne,5,2014,,,NL,NL,52014Cheyenne
Chaffee,5,2014,88974,,,NL,52014Chaffee
Broomfield,5,2014,,,NL,NL,52014Broomfield
Boulder,5,2014,2823124,2354205,,,52014Boulder
Bent,5,2014,,,NL,NL,52014Bent
Baca,5,2014,,,NL,NL,52014Baca
Archuleta,5,2014,,,NR,NL,52014Archuleta
Arapahoe,5,2014,1511922,,,NL,52014Arapahoe
Alamosa,5,2014,,,NR,NL,52014Alamosa
Adams,5,2014,467977,,,NR,52014Adams
Yuma,4,2014,,,NL,NL,42014Yuma
Weld,4,2014,519545,521853,,,42014Weld
Washington,4,2014,,,NL,NL,42014Washington
Teller,4,2014,,,NR,NL,42014Teller
Summit,4,2014,243097,757131,,,42014Summit
Sedgwick,4,2014,,,NR,NL,42014Sedgwick
San Miguel,4,2014,64107,188733,,,42014San Miguel
San Juan,4,2014,,,NL,NL,42014San Juan
Saguache,4,2014,,,NL,NL,42014Saguache
Routt,4,2014,186308,,,NR,42014Routt
Rio Grande,4,2014,,,NL,NL,42014Rio Grande
Rio Blanco,4,2014,,,NL,NL,42014Rio Blanco
Pueblo,4,2014,401959,1132339,,,42014Pueblo
Prowers,4,2014,,,NL,NL,42014Prowers
Pitkin,4,2014,123525,227021,,,42014Pitkin
Phillips,4,2014,,,NL,NL,42014Phillips
Park,4,2014,,,NR,NR,42014Park
Ouray,4,2014,,,NR,NR,42014Ouray
Otero,4,2014,,,NL,NL,42014Otero
Morgan,4,2014,,,NL,NL,42014Morgan
Montrose,4,2014,,,NR,NL,42014Montrose
Montezuma,4,2014,108703,,,NL,42014Montezuma
Moffat,4,2014,,,NR,NL,42014Moffat
Mineral,4,2014,,,NL,NL,42014Mineral
Mesa,4,2014,,,NR,NL,42014Mesa
Logan,4,2014,,,NL,NL,42014Logan
Lincoln,4,2014,,,NL,NL,42014Lincoln
Las Animas,4,2014,,,NL,NL,42014Las Animas
Larimer,4,2014,1162178,,,NR,42014Larimer
Lake,4,2014,,,NL,NR,42014Lake
La Plata,4,2014,613521,,,NL,42014La Plata
Kit Carson,4,2014,,,NL,NL,42014Kit Carson
Kiowa,4,2014,,,NL,NL,42014Kiowa
Jefferson,4,2014,2039086,1368618,,,42014Jefferson
Jackson,4,2014,,,NL,NL,42014Jackson
Huerfano,4,2014,,,NL,NL,42014Huerfano
Hinsdale,4,2014,,,NL,NL,42014Hinsdale
Gunnison,4,2014,,,NR,NR,42014Gunnison
Grand,4,2014,,,NR,NL,42014Grand
Gilpin,4,2014,43162,114408,,,42014Gilpin
Garfield,4,2014,371447,,,NR,42014Garfield
Fremont,4,2014,225243,,,NL,42014Fremont
Elbert,4,2014,,,NL,NL,42014Elbert
El Paso,4,2014,5535184,,,NL,42014El Paso
Eagle,4,2014,178397,,,NL,42014Eagle
Douglas,4,2014,,,NL,NL,42014Douglas
Dolores,4,2014,,,NL,NL,42014Dolores
Denver,4,2014,15064678,12005332,,,42014Denver
Delta,4,2014,,,NL,NL,42014Delta
Custer,4,2014,,,NL,NL,42014Custer
Crowley,4,2014,,,NL,NL,42014Crowley
Costilla,4,2014,,,NR,NL,42014Costilla
Conejos,4,2014,,,NL,NL,42014Conejos
Clear Creek,4,2014,92791,369117,,,42014Clear Creek
Cheyenne,4,2014,,,NL,NL,42014Cheyenne
Chaffee,4,2014,,,NR,NL,42014Chaffee
Broomfield,4,2014,,,NL,NL,42014Broomfield
Boulder,4,2014,3136133,1835900,,,42014Boulder
Bent,4,2014,,,NL,NL,42014Bent
Baca,4,2014,,,NL,NL,42014Baca
Archuleta,4,2014,,,NR,NL,42014Archuleta
Arapahoe,4,2014,1517828,,,NL,42014Arapahoe
Alamosa,4,2014,,,NR,NL,42014Alamosa
Adams,4,2014,452636,,,NR,42014Adams
Yuma,3,2014,,,NL,NL,32014Yuma
Weld,3,2014,580961,,,NR,32014Weld
Washington,3,2014,,,NL,NL,32014Washington
Teller,3,2014,,,NR,NL,32014Teller
Summit,3,2014,253937,1427935,,,32014Summit
Sedgwick,3,2014,,,NR,NL,32014Sedgwick
San Miguel,3,2014,75215,319620,,,32014San Miguel
San Juan,3,2014,,,NL,NL,32014San Juan
Saguache,3,2014,,,NR,NL,32014Saguache
Routt,3,2014,214650,,,NR,32014Routt
Rio Grande,3,2014,,,NL,NL,32014Rio Grande
Rio Blanco,3,2014,,,NL,NL,32014Rio Blanco
Pueblo,3,2014,375711,1196018,,,32014Pueblo
Prowers,3,2014,,,NL,NL,32014Prowers
Pitkin,3,2014,157541,,,NR,32014Pitkin
Phillips,3,2014,,,NL,NL,32014Phillips
Park,3,2014,,,NR,NR,32014Park
Ouray,3,2014,,,NR,NR,32014Ouray
Otero,3,2014,,,NL,NL,32014Otero
Morgan,3,2014,,,NL,NL,32014Morgan
Montrose,3,2014,,,NR,NL,32014Montrose
Montezuma,3,2014,,,NR,NL,32014Montezuma
Moffat,3,2014,,,NR,NL,32014Moffat
Mineral,3,2014,,,NL,NL,32014Mineral
Mesa,3,2014,,,NR,NL,32014Mesa
Logan,3,2014,,,NL,NL,32014Logan
Lincoln,3,2014,,,NL,NL,32014Lincoln
Las Animas,3,2014,,,NL,NL,32014Las Animas
Larimer,3,2014,1234344,,,NL,32014Larimer
Lake,3,2014,,,NL,NR,32014Lake
La Plata,3,2014,587114,,,NL,32014La Plata
Kit Carson,3,2014,,,NL,NL,32014Kit Carson
Kiowa,3,2014,,,NL,NL,32014Kiowa
Jefferson,3,2014,2014285,1056723,,,32014Jefferson
Jackson,3,2014,,,NL,NL,32014Jackson
Huerfano,3,2014,,,NL,NL,32014Huerfano
Hinsdale,3,2014,,,NL,NL,32014Hinsdale
Gunnison,3,2014,,,NR,NR,32014Gunnison
Grand,3,2014,,,NR,NL,32014Grand
Gilpin,3,2014,33416,131685,,,32014Gilpin
Garfield,3,2014,401766,,,NR,32014Garfield
Fremont,3,2014,222270,,,NL,32014Fremont
Elbert,3,2014,,,NL,NL,32014Elbert
El Paso,3,2014,5929766,,,NL,32014El Paso
Eagle,3,2014,201147,,,NL,32014Eagle
Douglas,3,2014,,,NL,NL,32014Douglas
Dolores,3,2014,,,NL,NL,32014Dolores
Denver,3,2014,16102218,10746117,,,32014Denver
Delta,3,2014,,,NL,NL,32014Delta
Custer,3,2014,,,NL,NL,32014Custer
Crowley,3,2014,,,NL,NL,32014Crowley
Costilla,3,2014,,,NR,NL,32014Costilla
Conejos,3,2014,,,NL,NL,32014Conejos
Clear Creek,3,2014,106955,524541,,,32014Clear Creek
Cheyenne,3,2014,,,NL,NL,32014Cheyenne
Chaffee,3,2014,,,NR,NL,32014Chaffee
Broomfield,3,2014,,,NL,NL,32014Broomfield
Boulder,3,2014,3505875,1396479,,,32014Boulder
Bent,3,2014,,,NL,NL,32014Bent
Baca,3,2014,,,NL,NL,32014Baca
Archuleta,3,2014,,,NR,NL,32014Archuleta
Arapahoe,3,2014,1490219,,,NL,32014Arapahoe
Alamosa,3,2014,,,NR,NL,32014Alamosa
Adams,3,2014,477275,,,NR,32014Adams
Yuma,2,2014,,,NL,NL,22014Yuma
Weld,2,2014,671024,,,NR,22014Weld
Washington,2,2014,,,NL,NL,22014Washington
Teller,2,2014,,,NR,NL,22014Teller
Summit,2,2014,244818,1063383,,,22014Summit
Sedgwick,2,2014,,,NR,NL,22014Sedgwick
San Miguel,2,2014,94099,230470,,,22014San Miguel
San Juan,2,2014,,,NL,NL,22014San Juan
Saguache,2,2014,,,NL,NL,22014Saguache
Routt,2,2014,209165,,,NR,22014Routt
Rio Grande,2,2014,,,NL,NL,22014Rio Grande
Rio Blanco,2,2014,,,NL,NL,22014Rio Blanco
Pueblo,2,2014,418489,823156,,,22014Pueblo
Prowers,2,2014,,,NL,NL,22014Prowers
Pitkin,2,2014,161237,,,NL,22014Pitkin
Phillips,2,2014,,,NL,NL,22014Phillips
Park,2,2014,,,NR,NR,22014Park
Ouray,2,2014,,,NR,NR,22014Ouray
Otero,2,2014,,,NL,NL,22014Otero
Morgan,2,2014,,,NL,NL,22014Morgan
Montrose,2,2014,,,NR,NL,22014Montrose
Montezuma,2,2014,103266,,,NL,22014Montezuma
Moffat,2,2014,,,NR,NL,22014Moffat
Mineral,2,2014,,,NL,NL,22014Mineral
Mesa,2,2014,,,NR,NL,22014Mesa
Logan,2,2014,,,NL,NL,22014Logan
Lincoln,2,2014,,,NL,NL,22014Lincoln
Las Animas,2,2014,,,NL,NL,22014Las Animas
