county,Month,Year,Med_Tax_Rev,Rec_Tax_Rev,Med_RemainderOfState_Counties,Rec_RemainderOfState_Counties,Med_Blank_Code,Rec_Blank_Code,ID
Adams,8,2019,17037,,,,,,82019Adams
Alamosa,8,2019,,,,,NR,,82019Alamosa
Arapahoe,8,2019,24256,,,,,,82019Arapahoe
Boulder,8,2019,33557,,,,,,82019Boulder
Chaffee,8,2019,,,,,NR,,82019Chaffee
Clear Creek,8,2019,,,,,NR,,82019Clear Creek
Denver,8,2019,392226,,,,,,82019Denver
Eagle,8,2019,2826,,,,,,82019Eagle
El Paso,8,2019,270107,,,,,,82019El Paso
Fremont,8,2019,5548,,,,,,82019Fremont
Garfield,8,2019,3086,,,,,,82019Garfield
Grand,8,2019,,,,,NR,,82019Grand
Jefferson,8,2019,39411,,,,,,82019Jefferson
La Plata,8,2019,,,,,NR,,82019La Plata
Larimer,8,2019,22969,,,,,,82019Larimer
Las Animas,8,2019,1901,,,,,,82019Las Animas
Mesa,8,2019,,,,,NR,,82019Mesa
Moffat,8,2019,,,,,NR,,82019Moffat
Montezuma,8,2019,1102,,,,,,82019Montezuma
Montrose,8,2019,,,,,NR,,82019Montrose
Morgan,8,2019,,,,,NR,,82019Morgan
Otero,8,2019,,,,,NR,,82019Otero
Park,8,2019,,,,,NR,,82019Park
Pitkin,8,2019,,,,,NR,,82019Pitkin
Pueblo,8,2019,21459,,,,,,82019Pueblo
Routt,8,2019,3878,,,,,,82019Routt
San Miguel,8,2019,,,,,NR,,82019San Miguel
Sedgwick,8,2019,,,,,NR,,82019Sedgwick
Summit,8,2019,,,,,NR,,82019Summit
Weld,8,2019,8858,,,,,,82019Weld
Sum of NR Counties,8,2019,18015,,,,,,82019Sum of NR Counties
Adams,7,2019,16539,,,,,,72019Adams
Alamosa,7,2019,,,,,NR,,72019Alamosa
Arapahoe,7,2019,23076,,,,,,72019Arapahoe
Boulder,7,2019,29361,,,,,,72019Boulder
Chaffee,7,2019,,,,,NR,,72019Chaffee
Clear Creek,7,2019,,,,,NR,,72019Clear Creek
Denver,7,2019,357367,,,,,,72019Denver
Eagle,7,2019,2501,,,,,,72019Eagle
El Paso,7,2019,291131,,,,,,72019El Paso
Fremont,7,2019,,,,,NR,,72019Fremont
Garfield,7,2019,3797,,,,,,72019Garfield
Grand,7,2019,,,,,NR,,72019Grand
Jefferson,7,2019,39008,,,,,,72019Jefferson
La Plata,7,2019,,,,,NR,,72019La Plata
Larimer,7,2019,19575,,,,,,72019Larimer
Las Animas,7,2019,1082,,,,,,72019Las Animas
Mesa,7,2019,,,,,NR,,72019Mesa
Moffat,7,2019,,,,,NR,,72019Moffat
Montezuma,7,2019,,,,,NR,,72019Montezuma
Montrose,7,2019,,,,,NR,,72019Montrose
Morgan,7,2019,,,,,NR,,72019Morgan
Otero,7,2019,,,,,NR,,72019Otero
Park,7,2019,,,,,NR,,72019Park
Pitkin,7,2019,,,,,NR,,72019Pitkin
Pueblo,7,2019,17354,,,,,,72019Pueblo
Routt,7,2019,3998,,,,,,72019Routt
San Miguel,7,2019,,,,,NR,,72019San Miguel
Sedgwick,7,2019,,,,,NR,,72019Sedgwick
Summit,7,2019,2084,,,,,,72019Summit
Weld,7,2019,8746,,,,,,72019Weld
Sum of NR Counties,7,2019,22155,,,,,,72019Sum of NR Counties
Adams,6,2019,40248,,,,,,62019Adams
Alamosa,6,2019,,,,,NR,,62019Alamosa
Arapahoe,6,2019,34767,,,,,,62019Arapahoe
Boulder,6,2019,32044,,,,,,62019Boulder
Chaffee,6,2019,,,,,NR,,62019Chaffee
Clear Creek,6,2019,,,,,NR,,62019Clear Creek
Denver,6,2019,419366,,,,,,62019Denver
Eagle,6,2019,2418,,,,,,62019Eagle
El Paso,6,2019,274695,,,,,,62019El Paso
Fremont,6,2019,,,,,NR,,62019Fremont
Garfield,6,2019,3582,,,,,,62019Garfield
Grand,6,2019,,,,,NR,,62019Grand
Jefferson,6,2019,39562,,,,,,62019Jefferson
La Plata,6,2019,,,,,NR,,62019La Plata
Larimer,6,2019,22399,,,,,,62019Larimer
Las Animas,6,2019,1258,,,,,,62019Las Animas
Mesa,6,2019,,,,,NR,,62019Mesa
Moffat,6,2019,,,,,NR,,62019Moffat
Montezuma,6,2019,,,,,NR,,62019Montezuma
Montrose,6,2019,,,,,NR,,62019Montrose
Morgan,6,2019,,,,,NR,,62019Morgan
Otero,6,2019,,,,,NR,,62019Otero
Park,6,2019,,,,,NR,,62019Park
Pitkin,6,2019,1555,,,,,,62019Pitkin
Pueblo,6,2019,21492,,,,,,62019Pueblo
Routt,6,2019,3863,,,,,,62019Routt
San Miguel,6,2019,,,,,NR,,62019San Miguel
Sedgwick,6,2019,,,,,NR,,62019Sedgwick
Summit,6,2019,2319,,,,,,62019Summit
Weld,6,2019,8798,,,,,,62019Weld
Sum of NR Counties,6,2019,23047,,,,,,62019Sum of NR Counties
Adams,5,2019,14932,,,,,,52019Adams
Alamosa,5,2019,,,,,NR,,52019Alamosa
Arapahoe,5,2019,17175,,,,,,52019Arapahoe
Boulder,5,2019,32725,,,,,,52019Boulder
Chaffee,5,2019,,,,,NR,,52019Chaffee
Clear Creek,5,2019,,,,,NR,,52019Clear Creek
Denver,5,2019,350404,,,,,,52019Denver
Eagle,5,2019,2546,,,,,,52019Eagle
El Paso,5,2019,255727,,,,,,52019El Paso
Fremont,5,2019,,,,,NR,,52019Fremont
Garfield,5,2019,3206,,,,,,52019Garfield
Grand,5,2019,,,,,NR,,52019Grand
Jefferson,5,2019,27501,,,,,,52019Jefferson
La Plata,5,2019,,,,,NR,,52019La Plata
Larimer,5,2019,22562,,,,,,52019Larimer
Las Animas,5,2019,958,,,,,,52019Las Animas
Mesa,5,2019,,,,,NR,,52019Mesa
Montezuma,5,2019,1327,,,,,,52019Montezuma
Montrose,5,2019,,,,,NR,,52019Montrose
Morgan,5,2019,,,,,NR,,52019Morgan
Otero,5,2019,,,,,NR,,52019Otero
Park,5,2019,,,,,NR,,52019Park
Pitkin,5,2019,1696,,,,,,52019Pitkin
Pueblo,5,2019,22190,,,,,,52019Pueblo
Routt,5,2019,3972,,,,,,52019Routt
San Miguel,5,2019,,,,,NR,,52019San Miguel
Sedgwick,5,2019,,,,,NR,,52019Sedgwick
Summit,5,2019,2598,,,,,,52019Summit
Weld,5,2019,9444,,,,,,52019Weld
Sum of NR Counties,5,2019,22563,,,,,,52019Sum of NR Counties
Adams,4,2019,21146,,,,,,42019Adams
Alamosa,4,2019,,,,,NR,,42019Alamosa
Arapahoe,4,2019,23080,,,,,,42019Arapahoe
Boulder,4,2019,33388,,,,,,42019Boulder
Chaffee,4,2019,,,,,NR,,42019Chaffee
Clear Creek,4,2019,,,,,NR,,42019Clear Creek
Denver,4,2019,346317,,,,,,42019Denver
Eagle,4,2019,4199,,,,,,42019Eagle
El Paso,4,2019,264408,,,,,,42019El Paso
Fremont,4,2019,4323,,,,,,42019Fremont
Garfield,4,2019,4111,,,,,,42019Garfield
Grand,4,2019,,,,,NR,,42019Grand
Jefferson,4,2019,36049,,,,,,42019Jefferson
La Plata,4,2019,,,,,NR,,42019La Plata
Larimer,4,2019,25736,,,,,,42019Larimer
Las Animas,4,2019,1114,,,,,,42019Las Animas
Mesa,4,2019,,,,,NR,,42019Mesa
Moffat,4,2019,,,,,NR,,42019Moffat
Montezuma,4,2019,1261,,,,,,42019Montezuma
Montrose,4,2019,,,,,NR,,42019Montrose
Morgan,4,2019,,,,,NR,,42019Morgan
Otero,4,2019,,,,,NR,,42019Otero
Park,4,2019,,,,,NR,,42019Park
Pitkin,4,2019,1496,,,,,,42019Pitkin
Pueblo,4,2019,21617,,,,,,42019Pueblo
Routt,4,2019,4195,,,,,,42019Routt
San Miguel,4,2019,,,,,NR,,42019San Miguel
Sedgwick,4,2019,,,,,NR,,42019Sedgwick
Summit,4,2019,2536,,,,,,42019Summit
Weld,4,2019,9085,,,,,,42019Weld
Sum of NR Counties,4,2019,18282,,,,,,42019Sum of NR Counties
Adams,3,2019,16041,,,,,,32019Adams
Alamosa,3,2019,,,,,NR,,32019Alamosa
Arapahoe,3,2019,29064,,,,,,32019Arapahoe
Boulder,3,2019,31224,,,,,,32019Boulder
Chaffee,3,2019,,,,,NR,,32019Chaffee
Clear Creek,3,2019,,,,,NR,,32019Clear Creek
Denver,3,2019,307975,,,,,,32019Denver
Eagle,3,2019,,,,,NR,,32019Eagle
El Paso,3,2019,225598,,,,,,32019El Paso
Fremont,3,2019,,,,,NR,,32019Fremont
Garfield,3,2019,4507,,,,,,32019Garfield
Grand,3,2019,,,,,NR,,32019Grand
Jefferson,3,2019,31523,,,,,,32019Jefferson
La Plata,3,2019,,,,,NR,,32019La Plata
Larimer,3,2019,21259,,,,,,32019Larimer
Las Animas,3,2019,576,,,,,,32019Las Animas
Mesa,3,2019,,,,,NR,,32019Mesa
Montezuma,3,2019,1339,,,,,,32019Montezuma
Montrose,3,2019,,,,,NR,,32019Montrose
Morgan,3,2019,,,,,NR,,32019Morgan
Otero,3,2019,,,,,NR,,32019Otero
Park,3,2019,,,,,NR,,32019Park
Pitkin,3,2019,1871,,,,,,32019Pitkin
Pueblo,3,2019,14854,,,,,,32019Pueblo
Routt,3,2019,3669,,,,,,32019Routt
San Miguel,3,2019,,,,,NR,,32019San Miguel
Sedgwick,3,2019,,,,,NR,,32019Sedgwick
Summit,3,2019,2257,,,,,,32019Summit
Weld,3,2019,8445,,,,,,32019Weld
Sum of NR Counties,3,2019,20467,,,,,,32019Sum of NR Counties
Adams,2,2019,15881,,,,,,22019Adams
Alamosa,2,2019,,,,,NR,,22019Alamosa
Arapahoe,2,2019,30402,,,,,,22019Arapahoe
Boulder,2,2019,34428,,,,,,22019Boulder
Chaffee,2,2019,,,,,NR,,22019Chaffee
Clear Creek,2,2019,,,,,NR,,22019Clear Creek
Denver,2,2019,318162,,,,,,22019Denver
Eagle,2,2019,,,,,NR,,22019Eagle
El Paso,2,2019,201245,,,,,,22019El Paso
Fremont,2,2019,3868,,,,,,22019Fremont
Garfield,2,2019,5016,,,,,,22019Garfield
Grand,2,2019,,,,,NR,,22019Grand
Jefferson,2,2019,43310,,,,,,22019Jefferson
La Plata,2,2019,,,,,NR,,22019La Plata
Larimer,2,2019,20871,,,,,,22019Larimer
Las Animas,2,2019,658,,,,,,22019Las Animas
Mesa,2,2019,,,,,NR,,22019Mesa
Moffat,2,2019,,,,,NR,,22019Moffat
Montezuma,2,2019,1314,,,,,,22019Montezuma
Montrose,2,2019,,,,,NR,,22019Montrose
Morgan,2,2019,,,,,NR,,22019Morgan
Otero,2,2019,,,,,NR,,22019Otero
Park,2,2019,,,,,NR,,22019Park
Pitkin,2,2019,,,,,NR,,22019Pitkin
Pueblo,2,2019,17217,,,,,,22019Pueblo
Routt,2,2019,3893,,,,,,22019Routt
San Miguel,2,2019,,,,,NR,,22019San Miguel
Sedgwick,2,2019,,,,,NR,,22019Sedgwick
Summit,2,2019,2712,,,,,,22019Summit
Weld,2,2019,9111,,,,,,22019Weld
Sum of NR Counties,2,2019,19258.77,,,,,,22019Sum of NR Counties
Adams,12,2018,14927,,,,,,122018Adams
Alamosa,12,2018,0,,,,NR,,122018Alamosa
Arapahoe,12,2018,31430,,,,,,122018Arapahoe
Boulder,12,2018,35788,,,,,,122018Boulder
Chaffee,12,2018,0,,,,NR,,122018Chaffee
Clear Creek,12,2018,614,,,,,,122018Clear Creek
Denver,12,2018,350452,,,,,,122018Denver
Eagle,12,2018,2285,,,,,,122018Eagle
El Paso,12,2018,213030,,,,,,122018El Paso
Fremont,12,2018,4903,,,,,,122018Fremont
Garfield,12,2018,3364,,,,,,122018Garfield
Grand,12,2018,0,,,,NR,,122018Grand
Jefferson,12,2018,42989,,,,,,122018Jefferson
La Plata,12,2018,0,,,,NR,,122018La Plata
Larimer,12,2018,25049,,,,,,122018Larimer
Las Animas,12,2018,641,,,,,,122018Las Animas
Mesa,12,2018,0,,,,NR,,122018Mesa
Moffat,12,2018,0,,,,NR,,122018Moffat
Montezuma,12,2018,1359,,,,,,122018Montezuma
Montrose,12,2018,0,,,,NR,,122018Montrose
Morgan,12,2018,0,,,,NR,,122018Morgan
Otero,12,2018,0,,,,NR,,122018Otero
Park,12,2018,0,,,,NR,,122018Park
Pitkin,12,2018,936,,,,,,122018Pitkin
Pueblo,12,2018,16183,,,,,,122018Pueblo
Routt,12,2018,3518,,,,,,122018Routt
San Miguel,12,2018,0,,,,NR,,122018San Miguel
Sedgwick,12,2018,0,,,,NR,,122018Sedgwick
Summit,12,2018,2975,,,,,,122018Summit
Weld,12,2018,9838,,,,,,122018Weld
Sum of NR Counties,12,2018,18870,,,,,,122018Sum of NR Counties
Adams,11,2018,12763,,,,,,112018Adams
Alamosa,11,2018,0,,,,NR,,112018Alamosa
Arapahoe,11,2018,22223,,,,,,112018Arapahoe
Boulder,11,2018,36501,,,,,,112018Boulder
Chaffee,11,2018,0,,,,NR,,112018Chaffee
Clear Creek,11,2018,562,,,,,,112018Clear Creek
Denver,11,2018,325870,,,,,,112018Denver
Eagle,11,2018,2302,,,,,,112018Eagle
El Paso,11,2018,232217,,,,,,112018El Paso
Fremont,11,2018,3238,,,,,,112018Fremont
Garfield,11,2018,4552,,,,,,112018Garfield
Grand,11,2018,0,,,,NR,,112018Grand
Jefferson,11,2018,31191,,,,,,112018Jefferson
La Plata,11,2018,0,,,,NR,,112018La Plata
Larimer,11,2018,26235,,,,,,112018Larimer
Las Animas,11,2018,781,,,,,,112018Las Animas
Mesa,11,2018,0,,,,NR,,112018Mesa
Moffat,11,2018,0,,,,NR,,112018Moffat
Montezuma,11,2018,1311,,,,,,112018Montezuma
Montrose,11,2018,0,,,,NR,,112018Montrose
Morgan,11,2018,0,,,,NR,,112018Morgan
Otero,11,2018,0,,,,NR,,112018Otero
Park,11,2018,0,,,,NR,,112018Park
Pitkin,11,2018,949,,,,,,112018Pitkin
Pueblo,11,2018,22884,,,,,,112018Pueblo
Routt,11,2018,3720,,,,,,112018Routt
San Miguel,11,2018,0,,,,NR,,112018San Miguel
Sedgwick,11,2018,0,,,,NR,,112018Sedgwick
Summit,11,2018,2692,,,,,,112018Summit
Weld,11,2018,9382,,,,,,112018Weld
Sum of NR Counties,11,2018,19352,,,,,,112018Sum of NR Counties
Adams,10,2018,13322,,,,,,102018Adams
Alamosa,10,2018,0,,,,NR,,102018Alamosa
Arapahoe,10,2018,22042,,,,,,102018Arapahoe
Boulder,10,2018,37751,,,,,,102018Boulder
Chaffee,10,2018,0,,,,NR,,102018Chaffee
Clear Creek,10,2018,761,,,,,,102018Clear Creek
Denver,10,2018,375357,,,,,,102018Denver
Eagle,10,2018,2444,,,,,,102018Eagle
El Paso,10,2018,217313,,,,,,102018El Paso
Fremont,10,2018,4280,,,,,,102018Fremont
Garfield,10,2018,5205,,,,,,102018Garfield
Grand,10,2018,0,,,,NR,,102018Grand
Jefferson,10,2018,30674,,,,,,102018Jefferson
La Plata,10,2018,0,,,,NR,,102018La Plata
Larimer,10,2018,26149,,,,,,102018Larimer
Las Animas,10,2018,1395,,,,,,102018Las Animas
Mesa,10,2018,0,,,,NR,,102018Mesa
Moffat,10,2018,0,,,,NR,,102018Moffat
Montezuma,10,2018,1750,,,,,,102018Montezuma
Montrose,10,2018,0,,,,NR,,102018Montrose
Morgan,10,2018,0,,,,NR,,102018Morgan
Otero,10,2018,0,,,,NR,,102018Otero
Park,10,2018,0,,,,NR,,102018Park
Pitkin,10,2018,1333,,,,,,102018Pitkin
Pueblo,10,2018,15810,,,,,,102018Pueblo
Routt,10,2018,3789,,,,,,102018Routt
San Miguel,10,2018,0,,,,NR,,102018San Miguel
Sedgwick,10,2018,0,,,,NR,,102018Sedgwick
Summit,10,2018,2638,,,,,,102018Summit
Weld,10,2018,8798,,,,,,102018Weld
Sum of NR Counties,10,2018,20171,,,,,,102018Sum of NR Counties
Adams,9,2018,11283,,,,,,92018Adams
Alamosa,9,2018,0,,,,NR,,92018Alamosa
Arapahoe,9,2018,34311,,,,,,92018Arapahoe
Archuleta,9,2018,0,,,,NR,,92018Archuleta
Boulder,9,2018,47559,,,,,,92018Boulder
Chaffee,9,2018,0,,,,NR,,92018Chaffee
Clear Creek,9,2018,0,,,,NR,,92018Clear Creek
Denver,9,2018,363832,,,,,,92018Denver
Eagle,9,2018,2817,,,,,,92018Eagle
El Paso,9,2018,210772,,,,,,92018El Paso
Fremont,9,2018,0,,,,NR,,92018Fremont
Garfield,9,2018,5355,,,,,,92018Garfield
Gilpin,9,2018,0,,,,NR,,92018Gilpin
Grand,9,2018,0,,,,NR,,92018Grand
Jefferson,9,2018,51799,,,,,,92018Jefferson
La Plata,9,2018,0,,,,NR,,92018La Plata
Larimer,9,2018,39310,,,,,,92018Larimer
Las Animas,9,2018,740,,,,,,92018Las Animas
Mesa,9,2018,0,,,,NR,,92018Mesa
Montezuma,9,2018,1478,,,,,,92018Montezuma
Montrose,9,2018,0,,,,NR,,92018Montrose
Morgan,9,2018,0,,,,NR,,92018Morgan
Otero,9,2018,0,,,,NR,,92018Otero
Park,9,2018,0,,,,NR,,92018Park
Pitkin,9,2018,0,,,,NR,,92018Pitkin
Pueblo,9,2018,12698,,,,,,92018Pueblo
Routt,9,2018,4413,,,,,,92018Routt
San Miguel,9,2018,0,,,,NR,,92018San Miguel
Sedgwick,9,2018,0,,,,NR,,92018Sedgwick
Summit,9,2018,2930,,,,,,92018Summit
Teller,9,2018,0,,,,NR,,92018Teller
Weld,9,2018,9305,,,,,,92018Weld
Sum of NR Counties,9,2018,27375,,,,,,92018Sum of NR Counties
Adams,8,2018,10430,,,,,,82018Adams
Alamosa,8,2018,0,,,,NR,,82018Alamosa
Arapahoe,8,2018,22523,,,,,,82018Arapahoe
Archuleta,8,2018,0,,,,NR,,82018Archuleta
Boulder,8,2018,39960,,,,,,82018Boulder
Chaffee,8,2018,0,,,,NR,,82018Chaffee
Clear Creek,8,2018,635,,,,,,82018Clear Creek
Denver,8,2018,362184,,,,,,82018Denver
Eagle,8,2018,2572,,,,,,82018Eagle
El Paso,8,2018,208085,,,,,,82018El Paso
Fremont,8,2018,5553,,,,,,82018Fremont
Garfield,8,2018,5564,,,,,,82018Garfield
Gilpin,8,2018,0,,,,NR,,82018Gilpin
Grand,8,2018,0,,,,NR,,82018Grand
Jefferson,8,2018,30661,,,,,,82018Jefferson
La Plata,8,2018,7117,,,,,,82018La Plata
Larimer,8,2018,20477,,,,,,82018Larimer
Las Animas,8,2018,896,,,,,,82018Las Animas
Mesa,8,2018,0,,,,NR,,82018Mesa
Moffat,8,2018,0,,,,NR,,82018Moffat
Montezuma,8,2018,1462,,,,,,82018Montezuma
Montrose,8,2018,0,,,,NR,,82018Montrose
Morgan,8,2018,0,,,,NR,,82018Morgan
Otero,8,2018,0,,,,NR,,82018Otero
Ouray,8,2018,0,,,,NR,,82018Ouray
Park,8,2018,0,,,,NR,,82018Park
Pitkin,8,2018,1321,,,,,,82018Pitkin
Pueblo,8,2018,14939,,,,,,82018Pueblo
Routt,8,2018,3832,,,,,,82018Routt
San Miguel,8,2018,0,,,,NR,,82018San Miguel
Sedgwick,8,2018,0,,,,NR,,82018Sedgwick
Summit,8,2018,2554,,,,,,82018Summit
Weld,8,2018,8769,,,,,,82018Weld
Sum of NR Counties,8,2018,15554,,,,,,82018Sum of NR Counties
Adams,7,2018,8872,,,,,,72018Adams
Alamosa,7,2018,0,,,,NR,,72018Alamosa
Arapahoe,7,2018,16931,,,,,,72018Arapahoe
Archuleta,7,2018,0,,,,NR,,72018Archuleta
Boulder,7,2018,38413,,,,,,72018Boulder
Chaffee,7,2018,0,,,,NR,,72018Chaffee
Clear Creek,7,2018,584,,,,,,72018Clear Creek
Denver,7,2018,329663,,,,,,72018Denver
Eagle,7,2018,2803,,,,,,72018Eagle
El Paso,7,2018,225358,,,,,,72018El Paso
Fremont,7,2018,4139,,,,,,72018Fremont
Garfield,7,2018,7497,,,,,,72018Garfield
Gilpin,7,2018,0,,,,NR,,72018Gilpin
Grand,7,2018,0,,,,NR,,72018Grand
Jefferson,7,2018,28040,,,,,,72018Jefferson
La Plata,7,2018,8076,,,,,,72018La Plata
Larimer,7,2018,26215,,,,,,72018Larimer
Las Animas,7,2018,1004,,,,,,72018Las Animas
Mesa,7,2018,0,,,,NR,,72018Mesa
Moffat,7,2018,0,,,,NR,,72018Moffat
Montezuma,7,2018,1464,,,,,,72018Montezuma
Montrose,7,2018,0,,,,NR,,72018Montrose
Morgan,7,2018,0,,,,NR,,72018Morgan
Otero,7,2018,0,,,,NR,,72018Otero
Ouray,7,2018,0,,,,NR,,72018Ouray
Park,7,2018,0,,,,NR,,72018Park
Pitkin,7,2018,1460,,,,,,72018Pitkin
Pueblo,7,2018,19999,,,,,,72018Pueblo
Routt,7,2018,3553,,,,,,72018Routt
San Miguel,7,2018,0,,,,NR,,72018San Miguel
Sedgwick,7,2018,0,,,,NR,,72018Sedgwick
Summit,7,2018,2364,,,,,,72018Summit
Weld,7,2018,9300,,,,,,72018Weld
Sum of NR Counties,7,2018,15780,,,,,,72018Sum of NR Counties
Adams,6,2018,12139,,,,,,62018Adams
Alamosa,6,2018,0,,,,NR,,62018Alamosa
Arapahoe,6,2018,20062,,,,,,62018Arapahoe
Archuleta,6,2018,0,,,,NR,,62018Archuleta
Boulder,6,2018,40594,,,,,,62018Boulder
Chaffee,6,2018,0,,,,NR,,62018Chaffee
Clear Creek,6,2018,712,,,,,,62018Clear Creek
Denver,6,2018,299207,,,,,,62018Denver
Eagle,6,2018,3158,,,,,,62018Eagle
El Paso,6,2018,213698,,,,,,62018El Paso
Fremont,6,2018,4147,,,,,,62018Fremont
Garfield,6,2018,8837,,,,,,62018Garfield
Gilpin,6,2018,0,,,,NR,,62018Gilpin
Grand,6,2018,0,,,,NR,,62018Grand
Jefferson,6,2018,52231,,,,,,62018Jefferson
La Plata,6,2018,7303,,,,,,62018La Plata
Larimer,6,2018,27045,,,,,,62018Larimer
Las Animas,6,2018,1259,,,,,,62018Las Animas
Mesa,6,2018,0,,,,NR,,62018Mesa
Moffat,6,2018,0,,,,NR,,62018Moffat
Montezuma,6,2018,1329,,,,,,62018Montezuma
Montrose,6,2018,0,,,,NR,,62018Montrose
Morgan,6,2018,0,,,,NR,,62018Morgan
Otero,6,2018,0,,,,NR,,62018Otero
Ouray,6,2018,0,,,,NR,,62018Ouray
Park,6,2018,0,,,,NR,,62018Park
Pitkin,6,2018,1303,,,,,,62018Pitkin
Pueblo,6,2018,9735,,,,,,62018Pueblo
Routt,6,2018,4289,,,,,,62018Routt
San Miguel,6,2018,0,,,,NR,,62018San Miguel
Sedgwick,6,2018,0,,,,NR,,62018Sedgwick
Summit,6,2018,2891,,,,,,62018Summit
Weld,6,2018,9289,,,,,,62018Weld
Sum of NR Counties,6,2018,15543,,,,,,62018Sum of NR Counties
Adams,5,2018,12832,,,,,,52018Adams
Alamosa,5,2018,0,,,,NR,,52018Alamosa
Arapahoe,5,2018,22006,,,,,,52018Arapahoe
Archuleta,5,2018,0,,,,NR,,52018Archuleta
Boulder,5,2018,50915,,,,,,52018Boulder
Chaffee,5,2018,0,,,,NR,,52018Chaffee
Clear Creek,5,2018,0,,,,NR,,52018Clear Creek
Denver,5,2018,346635,,,,,,52018Denver
Eagle,5,2018,4331,,,,,,52018Eagle
El Paso,5,2018,269582,,,,,,52018El Paso
Fremont,5,2018,4093,,,,,,52018Fremont
Garfield,5,2018,7065,,,,,,52018Garfield
Gilpin,5,2018,0,,,,NR,,52018Gilpin
Grand,5,2018,0,,,,NR,,52018Grand
Jefferson,5,2018,42353,,,,,,52018Jefferson
La Plata,5,2018,7580,,,,,,52018La Plata
Larimer,5,2018,29016,,,,,,52018Larimer
Las Animas,5,2018,1181,,,,,,52018Las Animas
Mesa,5,2018,0,,,,NR,,52018Mesa
Moffat,5,2018,0,,,,NR,,52018Moffat
Montezuma,5,2018,1277,,,,,,52018Montezuma
Montrose,5,2018,0,,,,NR,,52018Montrose
Morgan,5,2018,0,,,,NR,,52018Morgan
Otero,5,2018,0,,,,NR,,52018Otero
Ouray,5,2018,0,,,,NR,,52018Ouray
Park,5,2018,0,,,,NR,,52018Park
Pitkin,5,2018,2658,,,,,,52018Pitkin
Pueblo,5,2018,16433,,,,,,52018Pueblo
Routt,5,2018,4436,,,,,,52018Routt
San Miguel,5,2018,0,,,,NR,,52018San Miguel
Sedgwick,5,2018,0,,,,NR,,52018Sedgwick
Summit,5,2018,3091,,,,,,52018Summit
Weld,5,2018,10516,,,,,,52018Weld
Sum of NR Counties,5,2018,23915,,,,,,52018Sum of NR Counties
Adams,4,2018,11528,,,,,,42018Adams
Alamosa,4,2018,0,,,,NR,,42018Alamosa
Arapahoe,4,2018,36520,,,,,,42018Arapahoe
Archuleta,4,2018,0,,,,NR,,42018Archuleta
Boulder,4,2018,40955,,,,,,42018Boulder
Chaffee,4,2018,0,,,,NR,,42018Chaffee
Clear Creek,4,2018,1221,,,,,,42018Clear Creek
Denver,4,2018,350745,,,,,,42018Denver
Eagle,4,2018,3010,,,,,,42018Eagle
El Paso,4,2018,197924,,,,,,42018El Paso
Fremont,4,2018,3250,,,,,,42018Fremont
Garfield,4,2018,6062,,,,,,42018Garfield
Gilpin,4,2018,0,,,,NR,,42018Gilpin
Grand,4,2018,0,,,,NR,,42018Grand
Jefferson,4,2018,46567,,,,,,42018Jefferson
La Plata,4,2018,7058,,,,,,42018La Plata
Larimer,4,2018,30385,,,,,,42018Larimer
Las Animas,4,2018,687,,,,,,42018Las Animas
Mesa,4,2018,0,,,,NR,,42018Mesa
Moffat,4,2018,0,,,,NR,,42018Moffat
Montezuma,4,2018,1552,,,,,,42018Montezuma
Montrose,4,2018,0,,,,NR,,42018Montrose
Morgan,4,2018,0,,,,NR,,42018Morgan
Ouray,4,2018,0,,,,NR,,42018Ouray
Park,4,2018,0,,,,NR,,42018Park
Pitkin,4,2018,0,,,,NR,,42018Pitkin
Pueblo,4,2018,14317,,,,,,42018Pueblo
Routt,4,2018,4942,,,,,,42018Routt
San Miguel,4,2018,0,,,,NR,,42018San Miguel
Sedgwick,4,2018,0,,,,NR,,42018Sedgwick
Summit,4,2018,3479,,,,,,42018Summit
Weld,4,2018,10373,,,,,,42018Weld
Sum of NR Counties,4,2018,13129,,,,,,42018Sum of NR Counties
Adams,3,2018,10534,,,,,,32018Adams
Alamosa,3,2018,0,,,,NR,,32018Alamosa
Arapahoe,3,2018,21125,,,,,,32018Arapahoe
Archuleta,3,2018,0,,,,NR,,32018Archuleta
Boulder,3,2018,48159,,,,,,32018Boulder
Chaffee,3,2018,0,,,,NR,,32018Chaffee
Clear Creek,3,2018,742,,,,,,32018Clear Creek
Denver,3,2018,313884,,,,,,32018Denver
Eagle,3,2018,3352,,,,,,32018Eagle
El Paso,3,2018,214919,,,,,,32018El Paso
Fremont,3,2018,3783,,,,,,32018Fremont
Garfield,3,2018,6855,,,,,,32018Garfield
Gilpin,3,2018,0,,,,NR,,32018Gilpin
Grand,3,2018,0,,,,NR,,32018Grand
Gunnison,3,2018,0,,,,NR,,32018Gunnison
Jefferson,3,2018,24284,,,,,,32018Jefferson
La Plata,3,2018,7713,,,,,,32018La Plata
Larimer,3,2018,27883,,,,,,32018Larimer
Las Animas,3,2018,1011,,,,,,32018Las Animas
Mesa,3,2018,0,,,,NR,,32018Mesa
Moffat,3,2018,0,,,,NR,,32018Moffat
Montezuma,3,2018,1463,,,,,,32018Montezuma
Montrose,3,2018,0,,,,NR,,32018Montrose
Morgan,3,2018,0,,,,NR,,32018Morgan
Otero,3,2018,0,,,,NR,,32018Otero
Ouray,3,2018,0,,,,NR,,32018Ouray
Park,3,2018,0,,,,NR,,32018Park
